# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.708631502697244,0.159608277725056
0.793662514304742,0.432121235178784
0.149574403418228,0.496070045977831
0.681651108199731,0.767396899173036
0.799895483301952,NA
0.243271370884031,NA
0.0234516395721585,0.320012337062508
0.665892444783822,0.268430914962664
NA,0.811659411294386
0.177321840310469,0.357528924476355
0.102678833762184,0.24360996298492
0.445291222073138,0.0242640890646726
0.553866181755438,0.563981707207859
0.297690489096567,0.356385706923902
0.515326922992244,0.15629599778913
0.0341703596059233,0.673943722387776
0.865656776120886,0.00916624162346125
0.918457066174597,0.506386012770236
0.639000484952703,0.882016871357337
0.757308841217309,0.42587609984912
NA,0.744146396173164
0.292132429080084,0.351033216807991
0.581335040042177,0.3594172867015
0.705035865539685,0.777505067409948
0.577383116586134,0.611523796804249
0.219387308461592,0.417073969729245
0.899494214216247,0.978567455429584
0.216889595380053,0.453072587028146
0.140607378911227,0.664843852166086
0.16680965363048,0.455405511427671
0.822363810846582,NA
0.611224968684837,0.607430839212611
0.423784234095365,0.371889717876911
0.111669978126884,0.0246808531228453
0.903242316329852,0.939677566522732
NA,0.676114508649334
0.038903777487576,0.223754015984014
0.854629277251661,0.243033844977617
0.593927437672392,0.43777713063173
0.90342107322067,0.342324350494891
0.734003911726177,0.418510258663446
0.400650905678049,0.0686567032244056
0.204152715625241,0.657374617876485
0.690621046582237,0.668055351357907
0.684431587578729,0.0848332035820931
