# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.374810845823959,0.404743570135906
0.392045692307875,0.326944336760789
0.427151747513562,0.848698785761371
0.458073349203914,0.779979268554598
0.125427979044616,0.133049343014136
0.668120987014845,0.00476610194891691
0.264625469455495,0.92523072194308
0.470335887046531,0.0901078672613949
0.280809179879725,0.735463764984161
NA,0.650847905548289
NA,NA
0.391921290429309,0.0707537194248289
0.929975713370368,0.0498400134965777
0.355486982036382,0.116703500971198
0.773732902714983,0.133817076450214
0.511553958524019,0.125844932161272
0.835698276525363,0.481020721141249
0.0914186318404973,NA
0.250452065607533,0.153214816236869
0.391331564635038,0.870274427812546
0.612877504201606,0.173137064790353
0.451410992071033,0.477746578631923
0.836000771028921,0.278069816995412
0.795388590544462,0.123644447419792
0.261605169158429,0.844878900097683
0.30926124099642,0.0273787099868059
0.569342274684459,0.842615305446088
0.594808493275195,0.620237802155316
0.163285384420305,0.129775737645105
0.215507449116558,0.998467919882387
0.284107947256416,0.344095979584381
NA,0.667350026546046
0.169794769957662,0.133382921572775
0.347588522592559,0.538869369076565
0.695070691872388,0.852190170902759
0.131602358771488,NA
0.121491926955059,0.642604898661375
0.678716532653198,0.850179705768824
0.18086722260341,0.493827720172703
0.898895799415186,0.733756218105555
0.0431388320866972,0.765562678221613
0.238752492005005,0.0857337096240371
