# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.589130908017978,0.924164086114615
0.555249368306249,0.34704641578719
0.024565844098106,0.815020169364288
0.657704301411286,0.866864905226976
0.927148788003251,0.943897665478289
0.754349504830316,NA
0.791432385100052,0.175302614690736
0.753408534219489,0.919191231252626
0.331083122175187,0.232214766554534
0.717318270821124,0.96664853557013
0.454539697850123,0.489098888356239
0.394265865907073,0.531265208264813
0.227127303835005,0.648726648883894
0.503774647833779,0.692801956320181
0.881490141618997,0.584968024399132
0.625694251386449,0.211182515369728
0.0465900155249983,0.657700127223507
0.717026581289247,0.480410239426419
0.107368123484775,0.48919354355894
0.408846640726551,0.202086139936
0.110345692839473,0.82298841024749
NA,0.722063863184303
0.728757885284722,0.867247275542468
0.523447168059647,0.930459039052948
0.751036401372403,0.824733653804287
0.461222469108179,0.50037282705307
0.0902227305341512,0.483843561727554
0.535749251022935,0.497847352875397
0.622914639534429,0.300643523456529
0.267642193473876,0.761637133779004
0.610855785897002,0.990842993604019
0.867336191702634,0.158880127361044
0.406643630936742,0.030859166290611
0.265755747677758,0.48604393331334
0.0853839349001646,0.136563752545044
0.480125386500731,0.915401469217613
0.608941345242783,0.737240961520001
0.813925348222256,0.810703062219545
0.876096239313483,0.230066122254357
0.00734789576381445,0.713576782261953
0.0369912020396441,0.405208664247766
0.410892299143597,0.445396365597844
0.707767796237022,0.965307180536911
0.863628574647009,0.96947685489431
0.769601410254836,0.418632088694721
0.00770624098367989,0.979407451814041
0.832339064916596,0.718524940079078
0.194945123512298,0.948728484800085
0.548270754981786,0.959553547436371
0.0404258056078106,0.99270031740889
0.944208875764161,0.398025533184409
0.700880767544731,0.722940429579467
0.226217993302271,0.141190222231671
0.0832959890831262,0.58597680227831
0.893157326150686,0.11656843079254
0.37104244530201,0.600888593122363
NA,0.59351845481433
0.186990153975785,0.987730601569638
0.215947120450437,0.286408507265151
NA,NA
0.376892579719424,0.399922248674557
0.430942872073501,0.320222318638116
0.918494006153196,0.911472017876804
0.500896443612874,0.107135975267738
0.837471432285383,0.245764673221856
0.332579571288079,NA
0.298252838896587,0.846998016582802
0.52867135964334,0.962807739851996
0.777829987695441,0.667018543696031
0.192911346908659,0.130987842101604
