# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.890176566783339,0.330609540455043
0.932692696107551,0.579579517012462
0.0933770588599145,0.643014537636191
0.427895903354511,0.465243443381041
0.145349760306999,0.884518187260255
0.577938057249412,0.822505293413997
0.0983183123171329,0.952499195933342
NA,0.69838465214707
0.0293840244412422,0.148926043417305
0.104528104187921,0.740642370888963
0.520034990971908,NA
0.307088033528998,0.92382108583115
0.90195853379555,0.0552022638730705
0.282628129702061,0.371980308555067
0.471207069698721,0.070968970656395
0.551001120824367,0.339074588613585
0.1320689402055,0.536461722571403
0.910020328592509,0.0150659433566034
0.529643647372723,0.432891881559044
NA,0.772863821359351
0.656757531454787,NA
0.908566794591025,0.138143399031833
0.400797456270084,0.937533878255635
0.596103208139539,0.831338311545551
0.263234106590971,0.528953345492482
0.0977021595463157,0.739176493370906
0.282907081302255,0.0152796471957117
NA,0.388478053035215
0.113491986878216,0.54510559188202
0.813410182483494,0.397722370224074
0.407723923446611,0.753619671799242
0.0558397166896611,NA
0.899428623728454,0.383521884679794
0.369233222678304,0.343987258151174
0.397925597149879,0.080245794961229
0.450901992386207,0.734834002330899
0.987211250467226,0.585027429973707
