# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.190534293651581,0.756732461275533
0.303542740410194,0.884693349245936
0.402997219236568,0.0753768135327846
0.454103812109679,0.370505058439448
0.308217093814164,0.143171490635723
0.0638014131691307,0.971066490514204
0.822937095537782,0.209117009770125
0.950117284199223,0.887270902749151
0.569723395165056,0.442996432771906
0.445867035305128,0.413998174015433
0.701950140995905,0.295249799266458
0.751950780395418,0.490514612523839
0.821248578606173,0.0362981981597841
0.402854101033881,0.975925860228017
0.891172202304006,0.380908732535318
0.670955677516758,0.599147371714935
0.467932840343565,0.483906506793573
0.857398468768224,0.848694655578583
0.0904435585252941,0.791441663634032
0.131572108482942,0.256665754364803
0.148787066107616,0.0476986307185143
0.992566199041903,0.81849813554436
0.259331862907857,0.717224404215813
0.136074081761762,0.597863756818697
0.821028252830729,0.046714890981093
0.883022962138057,0.379964238964021
0.541958612622693,0.613772047916427
0.111572796711698,0.797409090679139
0.947992658475414,0.0123827471397817
