# Simulated random data file for batch processing
# timestamp: 2022-04-06 14:09:13
# NJG
# ------------------------

"var_x","var_y"
0.123826767783612,0.996727066114545
0.156369319418445,0.350282109808177
0.167853162856773,0.806477354606614
0.528323143720627,0.927136590937153
0.413188114529476,0.440109136048704
0.0272935221437365,NA
0.910286091035232,0.61801932589151
0.255648279562593,0.147143055917695
0.933549853507429,NA
0.716279004234821,0.600936000235379
0.0119045372121036,0.947018168633804
0.335768003948033,0.616494924062863
0.0974576543085277,NA
0.704295802628621,0.0211474932730198
0.777225674595684,0.609909472754225
0.987627629190683,0.493302248418331
0.944484323263168,0.0352544088382274
0.11410493357107,0.339147441554815
0.0139040828216821,0.202259141020477
0.252477051690221,0.590587616665289
0.506146278465167,0.217039630981162
0.0819023242220283,0.622971356613562
0.961906421231106,0.636408714111894
0.298041678732261,0.889016310218722
0.975986242992803,0.935895999660715
0.705942170927301,0.170002863043919
0.436689074384049,0.490144834620878
NA,0.405626916093752
0.798082722350955,0.480634073494002
0.535690479679033,0.749829243635759
0.972205471713096,0.198657625121996
0.112827650271356,0.108653750969097
0.849026560084894,0.932930898154154
0.591043487424031,0.232229057699442
0.351761565543711,0.17202691314742
NA,0.622584342956543
NA,0.431409447919577
0.122440158389509,0.776113278465346
NA,0.668241548119113
0.411261049099267,0.655348436674103
0.00217381771653891,0.140896530123428
0.370822574477643,NA
0.12921710847877,0.161263996735215
0.095805591205135,0.682668937603012
0.910329709760845,0.340821108547971
0.883410738781095,0.669010840589181
0.991777301765978,0.23512710724026
0.573919881368056,NA
0.831332484260201,0.269824834074825
0.928687248611823,0.395668567623943
0.609814471565187,0.916420553578064
NA,0.879059783415869
