# Summary stats for batch processing of regression models
# timestamp: 2022-04-06 14:09:14
# ARM
# ------------------------

"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",0.10612377141623,0.349891243754052,0.0132521496220992
2,"ranFile002.csv",0.318695415902731,0.077276259773926,0.0623225195441088
3,"ranFile003.csv",0.190741845052247,0.382937949163246,0.0305857765497682
4,"ranFile004.csv",-0.0471253025066471,0.727481487144998,0.00306937001067277
5,"ranFile005.csv",0.426900499550563,0.0119739307600931,0.14112148463234
6,"ranFile006.csv",-0.137945075264883,0.483574278103717,0.0206628045739614
7,"ranFile007.csv",-0.131752487101614,0.41765230472772,0.0194156874431664
8,"ranFile008.csv",0.0804174921573835,0.634377501964539,0.00585682470782047
9,"ranFile009.csv",-0.321901247412343,0.129367188591724,0.0971341909798626
10,"ranFile010.csv",0.0341718654787227,0.787424632439539,0.000925851962048556
11,"ranFile011.csv",-0.0683199236112892,0.717364871790008,0.00512428848149172
12,"ranFile012.csv",-0.199015435991643,0.408492513185559,0.036239380455848
13,"ranFile013.csv",-0.18843457879346,0.275341654853225,0.0312297513604054
14,"ranFile014.csv",-0.0999694178335199,0.409768560026815,0.0113542532620555
15,"ranFile015.csv",0.0504787383218295,0.63721463130566,0.00279355979956915
16,"ranFile016.csv",-0.158355558190522,0.204277829526846,0.0271699300841587
17,"ranFile017.csv",-0.0054248821934162,0.962162916578357,3.2380074675887e-05
18,"ranFile018.csv",-0.467874146031528,0.0131960320989961,0.213959509494677
19,"ranFile019.csv",-0.137455706495441,0.403178988651783,0.0122918077023324
20,"ranFile020.csv",-0.139813006129342,0.2271599908609,0.0167201427877839
21,"ranFile021.csv",-0.0518473277822241,0.712392161671694,0.0029181234783547
22,"ranFile022.csv",0.0238298323548952,0.854114222663341,0.000549566296036007
23,"ranFile023.csv",0.0630992802679799,0.538263510319181,0.00427063826255121
24,"ranFile024.csv",-0.251245155276241,0.123791861143326,0.0663414014069307
25,"ranFile025.csv",0.125540355531534,0.318929573480247,0.0134233852213923
26,"ranFile026.csv",0.211947731137197,0.154139871697823,0.0541104717722672
27,"ranFile027.csv",0.00605244068142347,0.956574024522818,3.50894265082435e-05
28,"ranFile028.csv",0.0639850951336574,0.523540140578982,0.00434249193656348
29,"ranFile029.csv",0.146321607880887,0.178125831069836,0.0207430329690861
30,"ranFile030.csv",-0.0894243889920111,0.659412827801919,0.00530691596614418
31,"ranFile031.csv",-0.0172342791930376,0.916533059855703,0.00025244388044043
32,"ranFile032.csv",-0.0645459358923575,0.542687032116482,0.00470956121220377
33,"ranFile033.csv",-0.070128675394556,0.55173980135942,0.00515744342452982
34,"ranFile034.csv",-0.2351313333024,0.222678851093652,0.0545546316805032
35,"ranFile035.csv",-0.299731716783418,0.170264874334688,0.0545813525377255
36,"ranFile036.csv",0.163572066918436,0.251412262611412,0.0353930454655815
37,"ranFile037.csv",-0.0500620658062834,0.670602269409986,0.00267631122345453
38,"ranFile038.csv",-0.0743072669620322,0.543736937432613,0.00639065560534649
39,"ranFile039.csv",-0.0546075528738505,0.774942307389506,0.00183523015262474
40,"ranFile040.csv",-0.211688908718227,0.0615694745020135,0.043538915600271
41,"ranFile041.csv",-0.126861653987852,0.579231793814502,0.00887179196167342
